user_id,name,age,learning_style_Problem-Solving,learning_style_Text-based,learning_style_Visual,learning_style_string,study_preference_Solo,study_preference_string,study_level_Beginner,study_level_Intermediate,study_level_string,Algorithms,Artificial Intelligence,Augmented Reality,Big Data,Bioinformatics,Blockchains,Cloud Computing,Compiler Design,Computer Architecture,Computer Networks,Computer Vision,Cryptography,Cybersecurity,Data Mining,Data Structures,Database Management,Deep Learning,Digital Logic,Distributed Systems,Embedded Systems,Ethical Hacking,Game Development,Graph Theory,Human-Computer Interaction,Image Processing,Internet of Things,Linear Algebra,Machine Learning,Mathematics for CS,Mobile Computing,Natural Language Processing,Network Security,Neural Networks,Operating System Internals,Operating Systems,Optimization Techniques,Parallel Computing,Pattern Recognition,Physics for CS,Probability & Statistics,Programming Languages,Quantum Computing,Reinforcement Learning,Signal Processing,Software Engineering,Software Testing,Speech Recognition,Theory of Computation,Virtual Reality,Web Development,Wireless Networks,string,recommendations
145,Brian Rivers,1.0,True,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,"[(274, 0.5709552268668324), (250, 0.5510438852045374), (114, 0.5488891201619857)]"
146,Marissa Kelly,0.7666666666666666,False,False,True,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[(328, 0.7931871805249828), (143, 0.7923366595836632), (271, 0.7884523743220335)]"
147,William Roman,1.0,True,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(32, 0.8670885599260993), (381, 0.7669649888473704), (454, 0.7648869219102268)]"
148,Michael Cooper,0.7666666666666666,False,False,True,False,True,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(47, 0.6573392058123559), (85, 0.5850542180142079), (483, 0.5735070185088202)]"
149,Antonio Harris,0.9,True,False,False,False,True,False,False,True,False,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[(261, 0.6876999333325255), (209, 0.6837225002147324), (306, 0.6824990826848452)]"
150,Alicia Johnson,0.9,True,False,False,False,True,False,False,True,False,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[(97, 0.7265708848597464), (335, 0.7146217902288889), (350, 0.6931158014928792)]"
151,Herbert Odonnell,0.8,True,False,False,False,True,False,True,False,False,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[(89, 0.7371797097040117), (375, 0.7209870199803722), (464, 0.7202895063313788)]"
152,Henry Parker,0.7333333333333333,False,False,True,False,False,False,True,False,False,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(36, 0.8091474902500817), (339, 0.7755475850028635), (300, 0.7749267148271608)]"
153,Emily Hahn,0.9333333333333332,False,False,True,False,False,False,True,False,False,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(373, 0.8689736811497794), (55, 0.8665235132192971), (286, 0.7976663465727429)]"
154,Mrs. Joanna Richardson,0.7333333333333333,False,True,False,False,True,False,False,True,False,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"[(16, 0.7086686280738322), (285, 0.6809641970932294), (63, 0.6803120054279747)]"
155,Jose Kirk,1.0,False,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[(216, 0.8240361446656682), (309, 0.7814626849519191), (164, 0.7499999999999999)]"
156,Alyssa Moss,0.8,False,False,False,False,True,False,False,True,False,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[(70, 0.7482387262365795), (193, 0.6872994079227371), (180, 0.6865087143793152)]"
157,Mark Foster,0.6333333333333333,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(15, 0.8048570157078954), (395, 0.7699096126011739), (4, 0.7350224727907296)]"
158,Debra Moran,0.6,False,False,True,False,True,False,False,True,False,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"[(43, 0.7887786920585961), (52, 0.6523383542747965), (261, 0.6521194946721743)]"
159,Heidi Chavez,0.9666666666666668,False,False,False,False,True,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"[(314, 0.6719022576343154), (218, 0.6522952405939451), (219, 0.6299041932911952)]"
160,Jordan Garcia,0.9333333333333332,False,False,False,False,True,False,False,False,False,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[(206, 0.5823275554269817), (23, 0.5309542947118974), (199, 0.5241184144750025)]"
161,Paula Jordan,0.7,False,True,False,False,True,False,False,True,False,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[(45, 0.7407861396899412), (16, 0.70816406482201), (347, 0.656644743112961)]"
162,Monica Long,0.6,False,False,True,False,True,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"[(399, 0.7076738528776594), (137, 0.6809370729721738), (37, 0.6804078777224065)]"
163,Jessica Olson,0.8666666666666667,False,False,True,False,True,False,False,True,False,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,"[(463, 0.7023681728319399), (252, 0.6702507791925167), (205, 0.668824134824974)]"
164,Ashley Conley,1.0,False,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[(216, 0.8240361446656682), (67, 0.7499999999999999), (155, 0.7499999999999999)]"
165,Zachary Farley,0.6333333333333333,False,True,False,False,True,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"[(267, 0.5636184464656102), (251, 0.5258008547923121), (108, 0.5257052650153606)]"
166,Diana Wood,0.8666666666666667,True,False,False,False,True,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"[(353, 0.7372977349618145), (121, 0.7330314481819652), (79, 0.6837676307411924)]"
167,Jason Kirby,0.6,False,False,False,False,True,False,False,True,False,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(282, 0.7585222543936283), (332, 0.722171101940855), (370, 0.6314957643500715)]"
168,Louis Gibbs,0.7666666666666666,False,False,True,False,True,False,False,True,False,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[(342, 0.7465942607817193), (245, 0.7186551272552154), (230, 0.6931881337932388)]"
169,Megan Terry,0.6333333333333333,False,False,True,False,True,False,False,True,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[(111, 0.7484580495376745), (77, 0.6842047033804624), (447, 0.6839919283123573)]"
170,Haley Cowan,0.6333333333333333,True,False,False,False,True,False,False,True,False,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"[(37, 0.7401805616028672), (476, 0.7079194171538981), (181, 0.686476510218051)]"
171,Brandon Williams,0.6666666666666666,False,False,False,False,False,False,True,False,False,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(117, 0.8347562229208493), (212, 0.8133970555079885), (455, 0.7651920335437483)]"
172,Daniel Anthony,0.9666666666666668,False,False,True,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"[(249, 0.877066030152828), (358, 0.8114340166820294), (320, 0.8008074578634742)]"
173,Molly Blair,0.6666666666666666,False,True,False,False,True,False,False,False,False,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"[(227, 0.5564891249221074), (311, 0.5391283155792698), (275, 0.5372096094228336)]"
174,Anthony Cannon,0.6666666666666666,False,False,False,False,True,False,False,True,False,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[(92, 0.7520158288383512), (219, 0.7233303536019023), (325, 0.6540699401677285)]"
175,Stephen Powell,0.8,False,False,True,False,True,False,False,True,False,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"[(191, 0.7450225046312137), (338, 0.6929692447113567), (365, 0.692582607676504)]"
176,John Deleon,0.9333333333333332,False,False,True,False,True,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"[(15, 0.8232335126818949), (340, 0.7808998988784368), (308, 0.7803577234468406)]"
177,Nicole Harrison,0.8666666666666667,False,True,False,False,True,False,False,True,False,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[(376, 0.7106950381962603), (101, 0.7023681728319399), (303, 0.6708444831856009)]"
178,Elizabeth Terry,0.7,True,False,False,False,True,False,False,True,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"[(40, 0.7168142634424536), (33, 0.6870798144439891), (282, 0.6846720584881204)]"
179,Edwin Cole,0.8333333333333334,False,True,False,False,True,False,False,True,False,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"[(440, 0.7885254849915567), (142, 0.6977718876749385), (294, 0.6875264227074617)]"
180,Shannon Rosario,0.8,False,False,False,False,True,False,False,True,False,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[(345, 0.7141105182291703), (156, 0.6865087143793152), (344, 0.6584394771354108)]"
181,April Robertson,0.8666666666666667,True,False,False,False,True,False,False,True,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"[(99, 0.7543123517392738), (194, 0.6923427529626254), (170, 0.686476510218051)]"
182,Daniel Hayes,0.7333333333333333,False,False,True,False,True,False,False,True,False,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(296, 0.6892602183880524), (498, 0.6580618203189048), (77, 0.6556986486161773)]"
183,Darin Lopez,1.0,False,False,True,False,True,False,False,False,False,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"[(423, 0.6531972647421808), (472, 0.6116002415372973), (15, 0.5822088423841008)]"
184,George Day,0.8666666666666667,False,True,False,False,True,False,False,False,False,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[(493, 0.5349317899958661), (149, 0.5129513941103627), (291, 0.5028485185073227)]"
185,Ann Rodriguez,0.9666666666666668,False,False,True,False,True,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"[(366, 0.6395932422933263), (125, 0.5484527414515137), (236, 0.5484527414515137)]"
186,Jaime Martin,0.9333333333333332,False,True,False,False,True,False,True,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(486, 0.788011826095865), (324, 0.752107405125758), (295, 0.7475821059083827)]"
187,Shane Francis,0.9333333333333332,True,False,False,False,True,False,True,False,False,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[(330, 0.819500671308015), (379, 0.781756519541484), (464, 0.7808998988784368)]"
188,Jacob Brown,0.6333333333333333,False,True,False,False,True,False,False,False,False,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"[(362, 0.6072474012112469), (116, 0.5844962669271226), (46, 0.53736407449537)]"
189,Chelsea Nguyen MD,0.8666666666666667,True,False,False,False,True,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,"[(288, 0.5617440343683149), (9, 0.5596262214786748), (61, 0.5512313080694488)]"
190,Timothy Serrano,0.9333333333333332,False,False,True,False,False,False,True,False,False,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[(339, 0.8567943067362208), (296, 0.7976329467527986), (460, 0.7603971466122925)]"
191,Matthew Flores,0.8,False,False,True,False,True,False,False,True,False,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[(175, 0.7450225046312137), (102, 0.6847296027396578), (366, 0.66321159825515)]"
192,Tanya Bullock,0.7,False,True,False,False,True,False,True,False,False,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"[(195, 0.8520698569715335), (391, 0.8124226036178228), (468, 0.790619978135391)]"
193,Lisa Montgomery,0.8333333333333334,False,False,True,False,True,False,False,True,False,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[(134, 0.7081345396070984), (156, 0.6872994079227371), (168, 0.6864959615791738)]"
194,Eddie Martin,0.8666666666666667,True,False,False,False,True,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"[(217, 0.7221227162005961), (356, 0.715949502181533), (181, 0.6923427529626254)]"
195,Justin Munoz,0.8666666666666667,False,True,False,False,True,False,True,False,False,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"[(192, 0.8520698569715335), (391, 0.773304893003293), (67, 0.7404134460581883)]"
196,Martha Smith,0.8666666666666667,False,False,False,False,True,False,False,True,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[(75, 0.7272400929910134), (135, 0.6987020533013822), (28, 0.6903620095357764)]"
197,Kathryn Green,0.6333333333333333,False,True,False,False,True,False,False,True,False,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[(107, 0.7157935600064224), (334, 0.7152635210393156), (142, 0.7091420591807439)]"
198,Scott Campbell,0.8333333333333334,False,False,False,False,True,False,False,True,False,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[(478, 0.6977718876749385), (305, 0.6925826076765041), (321, 0.6643744288499356)]"
199,Tyler Riggs,0.6333333333333333,True,False,False,False,True,False,False,True,False,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[(500, 0.6832770111912905), (490, 0.6817326384314527), (156, 0.6815578565058811)]"
200,James Hoffman,0.9666666666666668,False,True,False,False,True,False,False,True,False,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"[(408, 0.690748217507087), (285, 0.683877910012394), (322, 0.6800033280243762)]"
201,Jamie Holloway,0.6666666666666666,True,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[(374, 0.8441950840931798), (128, 0.7313175584770356), (67, 0.7293249574894727)]"
202,Michael Jones,0.9666666666666668,False,False,False,False,True,False,False,True,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(258, 0.7492606419786879), (263, 0.7228828302137823), (53, 0.7195917755560388)]"
203,Candice Bailey,0.7,True,False,False,False,True,False,False,True,False,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[(2, 0.6877675741396468), (453, 0.6877675741396468), (437, 0.6821625922057347)]"
204,Natasha Norton,0.6333333333333333,False,False,True,False,True,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"[(30, 0.7155615606514427), (356, 0.7148809797874479), (366, 0.6904829493446357)]"
205,Jason Taylor,0.8333333333333334,False,False,True,False,True,False,False,True,False,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[(417, 0.7800335748852123), (303, 0.694018653292171), (451, 0.6896182734933369)]"
206,Gabriella Hansen,0.7666666666666666,False,False,True,False,True,False,False,True,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(325, 0.7562743028997612), (266, 0.6878962094995352), (232, 0.6842391486604396)]"
207,Peter Brandt,0.9,True,False,False,False,True,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[(237, 0.7928651161618067), (402, 0.7361356348596393), (105, 0.7148973555979382)]"
208,James Evans,0.6666666666666666,False,True,False,False,True,False,False,False,False,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,"[(291, 0.5790079331982398), (227, 0.5564891249221074), (288, 0.5366975068422298)]"
209,Kevin Black,0.7,False,True,False,False,True,False,False,True,False,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"[(314, 0.7055429766148827), (396, 0.6838042152174811), (149, 0.6837225002147324)]"
210,David Miller,0.7666666666666666,False,False,False,False,True,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"[(367, 0.7431454146584776), (264, 0.7200589737760963), (194, 0.6558952574271041)]"
211,Leslie Herring,0.7,False,False,False,False,True,False,False,True,False,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[(237, 0.7164671779936705), (202, 0.6554328846212687), (182, 0.651321899115915)]"
212,Laura Pope,0.8,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[(115, 0.8444761179895086), (120, 0.8190956878040134), (171, 0.8133970555079885)]"
213,Adriana Young,0.8333333333333334,False,False,False,False,True,False,False,True,False,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[(20, 0.6979821303671037), (113, 0.6942477949765784), (438, 0.6571904232855216)]"
214,Chad Nielsen,0.6666666666666666,False,False,True,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[(249, 0.8807305065297831), (328, 0.8342976876265135), (115, 0.7933292702858431)]"
215,Jeffrey Avila,0.7,False,False,True,False,False,False,True,False,False,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[(416, 0.8509816327585724), (94, 0.8100245301222062), (446, 0.7518011419930153)]"
216,Wendy Russell,0.9666666666666668,False,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"[(155, 0.8240361446656682), (164, 0.8240361446656682), (424, 0.8208072297832887)]"
217,Carol Shaffer,0.8,True,False,False,False,True,False,False,True,False,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[(194, 0.7221227162005961), (99, 0.6857975763249714), (423, 0.630278398096055)]"
