user_id,name,age,study_level,preferred_subjects,strengths,weaknesses,learning_style,study_preference,availability
244,Jasmine Sanders,26,Beginner,"['Cybersecurity', 'Probability & Statistics', 'Computer Architecture', 'Data Structures', 'Deep Learning', 'Artificial Intelligence', 'Database Management']","['Artificial Intelligence', 'Computer Architecture']","['Probability & Statistics', 'Database Management', 'Deep Learning', 'Data Structures', 'Cybersecurity']",Auditory,Group,"['Evening', 'Night', 'Afternoon']"
245,Jack Kelly,27,Intermediate,"['Compiler Design', 'Digital Logic', 'Quantum Computing', 'Computer Networks', 'Software Engineering', 'Computer Vision', 'Internet of Things', 'Ethical Hacking', 'Distributed Systems', 'Deep Learning']","['Distributed Systems', 'Computer Networks', 'Digital Logic', 'Quantum Computing']","['Ethical Hacking', 'Deep Learning', 'Compiler Design', 'Computer Vision', 'Internet of Things', 'Software Engineering']",Visual,Solo,"['Night', 'Night', 'Evening']"
246,Steven Jones,21,Beginner,"['Computer Networks', 'Linear Algebra', 'Artificial Intelligence', 'Algorithms', 'Probability & Statistics', 'Machine Learning']","['Algorithms', 'Linear Algebra']","['Computer Networks', 'Artificial Intelligence', 'Machine Learning', 'Probability & Statistics']",Text-based,Group,"['Evening', 'Afternoon']"
247,David Bailey,19,Advanced,"['Algorithms', 'Speech Recognition', 'Neural Networks', 'Big Data', 'Operating Systems', 'Graph Theory', 'Internet of Things', 'Mathematics for CS', 'Probability & Statistics', 'Cloud Computing', 'Linear Algebra', 'Database Management']","['Linear Algebra', 'Algorithms', 'Internet of Things', 'Speech Recognition', 'Probability & Statistics', 'Cloud Computing', 'Big Data']","['Mathematics for CS', 'Database Management', 'Graph Theory', 'Neural Networks', 'Operating Systems']",Text-based,Solo,"['Night', 'Morning']"
248,Maria Aguilar,29,Advanced,"['Linear Algebra', 'Web Development', 'Signal Processing', 'Ethical Hacking', 'Probability & Statistics', 'Reinforcement Learning', 'Physics for CS', 'Optimization Techniques', 'Big Data', 'Mobile Computing']","['Linear Algebra', 'Web Development', 'Big Data', 'Probability & Statistics', 'Mobile Computing', 'Signal Processing']","['Optimization Techniques', 'Physics for CS', 'Ethical Hacking', 'Reinforcement Learning']",Problem-Solving,Solo,"['Afternoon', 'Night']"
249,Michael Stanley,18,Beginner,"['Cryptography', 'Probability & Statistics', 'Operating Systems', 'Artificial Intelligence', 'Cybersecurity', 'Machine Learning']","['Probability & Statistics', 'Cybersecurity']","['Operating Systems', 'Cryptography', 'Artificial Intelligence', 'Machine Learning']",Visual,Group,"['Night', 'Night']"
250,Hunter Campos,29,Advanced,"['Web Development', 'Reinforcement Learning', 'Digital Logic', 'Physics for CS', 'Big Data', 'Mathematics for CS', 'Cybersecurity', 'Speech Recognition', 'Pattern Recognition', 'Data Mining', 'Parallel Computing']","['Data Mining', 'Cybersecurity', 'Web Development', 'Reinforcement Learning', 'Mathematics for CS', 'Big Data']","['Physics for CS', 'Pattern Recognition', 'Speech Recognition', 'Digital Logic', 'Parallel Computing']",Problem-Solving,Solo,"['Evening', 'Night']"
251,Jason Richmond,28,Advanced,"['Artificial Intelligence', 'Speech Recognition', 'Mobile Computing', 'Mathematics for CS', 'Operating System Internals', 'Pattern Recognition', 'Signal Processing', 'Wireless Networks', 'Linear Algebra']","['Signal Processing', 'Linear Algebra', 'Artificial Intelligence', 'Pattern Recognition', 'Operating System Internals']","['Wireless Networks', 'Mobile Computing', 'Speech Recognition', 'Mathematics for CS']",Auditory,Solo,['Night']
252,Jessica Kelly,28,Intermediate,"['Linear Algebra', 'Bioinformatics', 'Web Development', 'Quantum Computing', 'Cryptography', 'Computer Architecture']","['Cryptography', 'Quantum Computing']","['Linear Algebra', 'Web Development', 'Computer Architecture', 'Bioinformatics']",Visual,Solo,"['Evening', 'Evening', 'Evening']"
253,Terry Evans,20,Intermediate,"['Neural Networks', 'Operating Systems', 'Artificial Intelligence', 'Cloud Computing', 'Computer Networks', 'Database Management']","['Neural Networks', 'Computer Networks']","['Database Management', 'Cloud Computing', 'Operating Systems', 'Artificial Intelligence']",Text-based,Solo,"['Morning', 'Night', 'Night']"
254,Todd Clark,23,Intermediate,"['Operating Systems', 'Digital Logic', 'Internet of Things', 'Software Engineering', 'Algorithms', 'Cloud Computing', 'Probability & Statistics']","['Cloud Computing', 'Digital Logic']","['Probability & Statistics', 'Algorithms', 'Operating Systems', 'Internet of Things', 'Software Engineering']",Problem-Solving,Solo,"['Evening', 'Afternoon']"
255,Sean Jones,26,Beginner,"['Database Management', 'Machine Learning', 'Artificial Intelligence', 'Cryptography', 'Algorithms', 'Computer Architecture']","['Computer Architecture', 'Database Management']","['Cryptography', 'Artificial Intelligence', 'Machine Learning', 'Algorithms']",Text-based,Solo,"['Evening', 'Night']"
256,Mr. Jordan Acevedo,23,Advanced,"['Data Mining', 'Deep Learning', 'Computer Networks', 'Cryptography', 'Virtual Reality', 'Artificial Intelligence', 'Database Management', 'Programming Languages', 'Machine Learning', 'Signal Processing', 'Bioinformatics']","['Programming Languages', 'Database Management', 'Cryptography', 'Bioinformatics', 'Computer Networks', 'Artificial Intelligence']","['Virtual Reality', 'Deep Learning', 'Machine Learning', 'Data Mining', 'Signal Processing']",Visual,Solo,"['Morning', 'Evening']"
257,Sharon Joyce,21,Beginner,"['Cybersecurity', 'Algorithms', 'Artificial Intelligence', 'Compiler Design', 'Computer Networks', 'Machine Learning', 'Probability & Statistics']","['Compiler Design', 'Cybersecurity']","['Probability & Statistics', 'Machine Learning', 'Artificial Intelligence', 'Algorithms', 'Computer Networks']",Auditory,Solo,"['Night', 'Morning', 'Evening']"
258,Robin King,18,Intermediate,"['Neural Networks', 'Deep Learning', 'Compiler Design', 'Distributed Systems', 'Big Data', 'Data Structures']","['Deep Learning', 'Distributed Systems']","['Compiler Design', 'Neural Networks', 'Big Data', 'Data Structures']",Problem-Solving,Solo,['Evening']
259,Kelly Jones,23,Intermediate,"['Quantum Computing', 'Data Structures', 'Cryptography', 'Digital Logic', 'Cloud Computing', 'Machine Learning', 'Bioinformatics', 'Operating Systems']","['Cryptography', 'Data Structures', 'Machine Learning']","['Bioinformatics', 'Quantum Computing', 'Digital Logic', 'Cloud Computing', 'Operating Systems']",Auditory,Solo,"['Evening', 'Night']"
260,Robert Weeks,30,Beginner,"['Machine Learning', 'Artificial Intelligence', 'Deep Learning', 'Operating Systems', 'Database Management', 'Software Engineering']","['Machine Learning', 'Database Management']","['Operating Systems', 'Deep Learning', 'Software Engineering', 'Artificial Intelligence']",Auditory,Solo,['Evening']
261,Rachel Rivera,23,Intermediate,"['Artificial Intelligence', 'Data Structures', 'Internet of Things', 'Algorithms', 'Cloud Computing', 'Deep Learning', 'Distributed Systems']","['Data Structures', 'Deep Learning']","['Artificial Intelligence', 'Cloud Computing', 'Algorithms', 'Internet of Things', 'Distributed Systems']",Visual,Solo,['Evening']
262,Vincent Webster,21,Intermediate,"['Ethical Hacking', 'Bioinformatics', 'Neural Networks', 'Operating Systems', 'Distributed Systems', 'Linear Algebra']","['Neural Networks', 'Distributed Systems']","['Operating Systems', 'Bioinformatics', 'Ethical Hacking', 'Linear Algebra']",Visual,Solo,"['Afternoon', 'Evening', 'Night']"
263,Jennifer Parker,26,Intermediate,"['Web Development', 'Ethical Hacking', 'Internet of Things', 'Cryptography', 'Artificial Intelligence', 'Machine Learning', 'Deep Learning', 'Neural Networks']","['Neural Networks', 'Artificial Intelligence', 'Machine Learning']","['Ethical Hacking', 'Deep Learning', 'Cryptography', 'Internet of Things', 'Web Development']",Auditory,Solo,"['Night', 'Night']"
264,Joshua Thomas,30,Intermediate,"['Compiler Design', 'Linear Algebra', 'Probability & Statistics', 'Ethical Hacking', 'Computer Networks', 'Distributed Systems', 'Cryptography', 'Bioinformatics', 'Reinforcement Learning', 'Cybersecurity']","['Compiler Design', 'Bioinformatics', 'Distributed Systems', 'Linear Algebra']","['Ethical Hacking', 'Reinforcement Learning', 'Probability & Statistics', 'Cryptography', 'Computer Networks', 'Cybersecurity']",Text-based,Solo,"['Morning', 'Evening']"
265,Cameron Clark,21,Intermediate,"['Reinforcement Learning', 'Embedded Systems', 'Artificial Intelligence', 'Probability & Statistics', 'Ethical Hacking', 'Quantum Computing', 'Deep Learning', 'Theory of Computation']","['Probability & Statistics', 'Artificial Intelligence', 'Reinforcement Learning']","['Ethical Hacking', 'Deep Learning', 'Quantum Computing', 'Theory of Computation', 'Embedded Systems']",Auditory,Solo,"['Evening', 'Evening']"
266,Gina Walker,24,Intermediate,"['Distributed Systems', 'Digital Logic', 'Bioinformatics', 'Natural Language Processing', 'Deep Learning', 'Computer Vision']","['Distributed Systems', 'Natural Language Processing']","['Deep Learning', 'Digital Logic', 'Bioinformatics', 'Computer Vision']",Visual,Solo,['Night']
267,Scott Moore,19,Advanced,"['Digital Logic', 'Pattern Recognition', 'Graph Theory', 'Human-Computer Interaction', 'Database Management', 'Natural Language Processing', 'Compiler Design', 'Programming Languages', 'Virtual Reality', 'Speech Recognition']","['Graph Theory', 'Compiler Design', 'Speech Recognition', 'Pattern Recognition', 'Virtual Reality', 'Database Management']","['Digital Logic', 'Programming Languages', 'Natural Language Processing', 'Human-Computer Interaction']",Text-based,Solo,"['Afternoon', 'Night', 'Evening']"
268,Matthew Alexander,23,Advanced,"['Data Mining', 'Mobile Computing', 'Data Structures', 'Internet of Things', 'Network Security', 'Probability & Statistics', 'Software Testing', 'Cryptography']","['Data Structures', 'Data Mining', 'Software Testing', 'Internet of Things']","['Cryptography', 'Mobile Computing', 'Network Security', 'Probability & Statistics']",Problem-Solving,Solo,"['Evening', 'Morning', 'Night']"
269,Marcus Wilson,19,Advanced,"['Algorithms', 'Blockchains', 'Physics for CS', 'Cloud Computing', 'Operating Systems', 'Web Development', 'Reinforcement Learning', 'Bioinformatics', 'Human-Computer Interaction', 'Software Testing', 'Deep Learning', 'Augmented Reality']","['Operating Systems', 'Deep Learning', 'Web Development', 'Cloud Computing', 'Reinforcement Learning', 'Blockchains', 'Augmented Reality']","['Physics for CS', 'Bioinformatics', 'Human-Computer Interaction', 'Algorithms', 'Software Testing']",Auditory,Solo,"['Afternoon', 'Afternoon', 'Evening']"
270,John Ramirez,20,Intermediate,"['Neural Networks', 'Software Engineering', 'Algorithms', 'Web Development', 'Cryptography', 'Artificial Intelligence', 'Natural Language Processing', 'Probability & Statistics', 'Machine Learning']","['Neural Networks', 'Machine Learning', 'Artificial Intelligence']","['Probability & Statistics', 'Cryptography', 'Natural Language Processing', 'Algorithms', 'Software Engineering', 'Web Development']",Auditory,Solo,"['Afternoon', 'Night']"
271,Jason Hughes,19,Beginner,"['Probability & Statistics', 'Linear Algebra', 'Database Management', 'Data Structures', 'Cybersecurity', 'Operating Systems', 'Artificial Intelligence', 'Cryptography']","['Data Structures', 'Database Management', 'Cryptography']","['Linear Algebra', 'Probability & Statistics', 'Artificial Intelligence', 'Operating Systems', 'Cybersecurity']",Auditory,Group,"['Evening', 'Evening']"
272,Tracy Smith,26,Intermediate,"['Database Management', 'Linear Algebra', 'Computer Architecture', 'Computer Vision', 'Distributed Systems', 'Cryptography', 'Web Development', 'Software Engineering']","['Linear Algebra', 'Computer Vision', 'Cryptography']","['Database Management', 'Computer Architecture', 'Software Engineering', 'Web Development', 'Distributed Systems']",Auditory,Solo,['Evening']
273,Amy Taylor,25,Intermediate,"['Cryptography', 'Cybersecurity', 'Bioinformatics', 'Data Structures', 'Big Data', 'Internet of Things', 'Deep Learning']","['Big Data', 'Data Structures']","['Bioinformatics', 'Deep Learning', 'Cryptography', 'Internet of Things', 'Cybersecurity']",Visual,Solo,"['Night', 'Night', 'Night']"
274,Vanessa Martin,28,Advanced,"['Cryptography', 'Big Data', 'Software Testing', 'Pattern Recognition', 'Operating System Internals', 'Cybersecurity', 'Linear Algebra', 'Signal Processing', 'Ethical Hacking', 'Natural Language Processing', 'Computer Networks']","['Cybersecurity', 'Software Testing', 'Operating System Internals', 'Cryptography', 'Linear Algebra', 'Pattern Recognition']","['Ethical Hacking', 'Signal Processing', 'Natural Language Processing', 'Big Data', 'Computer Networks']",Auditory,Solo,"['Evening', 'Night']"
275,Marcia Thompson,25,Advanced,"['Computer Networks', 'Game Development', 'Computer Vision', 'Neural Networks', 'Cryptography', 'Deep Learning', 'Big Data', 'Software Engineering', 'Theory of Computation', 'Network Security', 'Pattern Recognition']","['Pattern Recognition', 'Network Security', 'Theory of Computation', 'Software Engineering', 'Computer Networks', 'Deep Learning']","['Cryptography', 'Game Development', 'Computer Vision', 'Neural Networks', 'Big Data']",Text-based,Solo,"['Night', 'Evening']"
276,Carol Brown,26,Advanced,"['Optimization Techniques', 'Network Security', 'Game Development', 'Image Processing', 'Blockchains', 'Mathematics for CS', 'Mobile Computing', 'Human-Computer Interaction', 'Quantum Computing']","['Mathematics for CS', 'Image Processing', 'Blockchains', 'Mobile Computing', 'Quantum Computing']","['Optimization Techniques', 'Network Security', 'Game Development', 'Human-Computer Interaction']",Visual,Solo,"['Night', 'Night', 'Night']"
277,Mathew Maynard,28,Intermediate,"['Cybersecurity', 'Deep Learning', 'Cloud Computing', 'Computer Architecture', 'Data Structures', 'Linear Algebra', 'Web Development', 'Embedded Systems', 'Theory of Computation', 'Cryptography']","['Deep Learning', 'Cybersecurity', 'Data Structures', 'Cryptography']","['Linear Algebra', 'Theory of Computation', 'Computer Architecture', 'Cloud Computing', 'Embedded Systems', 'Web Development']",Problem-Solving,Solo,"['Night', 'Night']"
278,James Dyer,28,Intermediate,"['Probability & Statistics', 'Web Development', 'Embedded Systems', 'Digital Logic', 'Big Data', 'Quantum Computing', 'Cybersecurity']","['Embedded Systems', 'Big Data']","['Probability & Statistics', 'Quantum Computing', 'Digital Logic', 'Cybersecurity', 'Web Development']",Auditory,Solo,"['Evening', 'Evening', 'Night']"
279,Jeffrey Salinas,19,Beginner,"['Computer Architecture', 'Computer Networks', 'Cryptography', 'Probability & Statistics', 'Cybersecurity']","['Cybersecurity', 'Computer Architecture']","['Computer Networks', 'Cryptography', 'Probability & Statistics']",Text-based,Group,['Night']
280,Patrick Cervantes,21,Beginner,"['Data Structures', 'Computer Networks', 'Computer Architecture', 'Database Management', 'Algorithms', 'Linear Algebra']","['Linear Algebra', 'Data Structures']","['Database Management', 'Computer Networks', 'Algorithms', 'Computer Architecture']",Problem-Solving,Solo,"['Afternoon', 'Evening', 'Evening']"
281,Heather Myers,19,Advanced,"['Software Testing', 'Deep Learning', 'Distributed Systems', 'Probability & Statistics', 'Algorithms', 'Operating System Internals', 'Machine Learning', 'Operating Systems', 'Mathematics for CS', 'Optimization Techniques']","['Algorithms', 'Distributed Systems', 'Operating System Internals', 'Mathematics for CS', 'Software Testing', 'Operating Systems']","['Deep Learning', 'Machine Learning', 'Optimization Techniques', 'Probability & Statistics']",Auditory,Solo,['Morning']
282,Ryan Moore,25,Intermediate,"['Machine Learning', 'Probability & Statistics', 'Cloud Computing', 'Computer Networks', 'Artificial Intelligence', 'Operating Systems', 'Computer Vision', 'Ethical Hacking']","['Operating Systems', 'Cloud Computing', 'Computer Networks']","['Ethical Hacking', 'Probability & Statistics', 'Machine Learning', 'Computer Vision', 'Artificial Intelligence']",Problem-Solving,Solo,"['Evening', 'Night', 'Night']"
283,Rick Foster,20,Beginner,"['Probability & Statistics', 'Linear Algebra', 'Computer Architecture', 'Deep Learning', 'Artificial Intelligence']","['Computer Architecture', 'Artificial Intelligence']","['Deep Learning', 'Linear Algebra', 'Probability & Statistics']",Visual,Solo,"['Night', 'Afternoon', 'Evening']"
284,Jane Thomas,23,Intermediate,"['Compiler Design', 'Embedded Systems', 'Cybersecurity', 'Computer Architecture', 'Linear Algebra', 'Deep Learning', 'Software Engineering', 'Big Data', 'Theory of Computation']","['Theory of Computation', 'Linear Algebra', 'Cybersecurity']","['Deep Learning', 'Compiler Design', 'Computer Architecture', 'Big Data', 'Embedded Systems', 'Software Engineering']",Auditory,Solo,"['Evening', 'Night', 'Night']"
285,Michelle Humphrey,22,Intermediate,"['Computer Vision', 'Big Data', 'Ethical Hacking', 'Cloud Computing', 'Distributed Systems', 'Quantum Computing', 'Machine Learning', 'Digital Logic', 'Probability & Statistics']","['Ethical Hacking', 'Machine Learning', 'Computer Vision']","['Probability & Statistics', 'Quantum Computing', 'Digital Logic', 'Cloud Computing', 'Big Data', 'Distributed Systems']",Text-based,Solo,"['Evening', 'Evening']"
286,Stephen Huffman,27,Beginner,"['Deep Learning', 'Cybersecurity', 'Computer Architecture', 'Operating Systems', 'Linear Algebra']","['Cybersecurity', 'Computer Architecture']","['Operating Systems', 'Deep Learning', 'Linear Algebra']",Auditory,Group,"['Evening', 'Night']"
287,Lisa Sandoval,24,Intermediate,"['Quantum Computing', 'Natural Language Processing', 'Cloud Computing', 'Neural Networks', 'Bioinformatics', 'Database Management', 'Deep Learning', 'Data Structures']","['Data Structures', 'Database Management', 'Natural Language Processing']","['Bioinformatics', 'Deep Learning', 'Quantum Computing', 'Cloud Computing', 'Neural Networks']",Text-based,Solo,"['Afternoon', 'Evening']"
288,Amber Ramos,24,Advanced,"['Web Development', 'Cryptography', 'Quantum Computing', 'Software Engineering', 'Image Processing', 'Physics for CS', 'Speech Recognition', 'Programming Languages', 'Internet of Things', 'Compiler Design', 'Computer Networks', 'Reinforcement Learning']","['Software Engineering', 'Computer Networks', 'Internet of Things', 'Cryptography', 'Quantum Computing', 'Image Processing', 'Physics for CS']","['Reinforcement Learning', 'Compiler Design', 'Speech Recognition', 'Programming Languages', 'Web Development']",Auditory,Solo,"['Morning', 'Evening', 'Morning']"
289,Jorge Buckley,27,Advanced,"['Mobile Computing', 'Natural Language Processing', 'Computer Networks', 'Computer Architecture', 'Graph Theory', 'Artificial Intelligence', 'Operating System Internals', 'Web Development', 'Theory of Computation', 'Probability & Statistics', 'Algorithms', 'Reinforcement Learning']","['Computer Architecture', 'Natural Language Processing', 'Computer Networks', 'Reinforcement Learning', 'Artificial Intelligence', 'Web Development', 'Probability & Statistics']","['Operating System Internals', 'Mobile Computing', 'Theory of Computation', 'Graph Theory', 'Algorithms']",Auditory,Solo,"['Evening', 'Evening']"
290,Tyler Horton,19,Intermediate,"['Software Engineering', 'Computer Architecture', 'Operating Systems', 'Natural Language Processing', 'Web Development', 'Data Structures', 'Artificial Intelligence']","['Computer Architecture', 'Data Structures']","['Natural Language Processing', 'Artificial Intelligence', 'Operating Systems', 'Software Engineering', 'Web Development']",Auditory,Solo,['Afternoon']
291,Kristin Wood,20,Advanced,"['Reinforcement Learning', 'Pattern Recognition', 'Optimization Techniques', 'Algorithms', 'Computer Networks', 'Internet of Things', 'Web Development', 'Cloud Computing', 'Natural Language Processing']","['Reinforcement Learning', 'Internet of Things', 'Computer Networks', 'Natural Language Processing', 'Web Development']","['Cloud Computing', 'Pattern Recognition', 'Optimization Techniques', 'Algorithms']",Text-based,Solo,"['Afternoon', 'Morning', 'Evening']"
292,Melanie Moss,21,Beginner,"['Artificial Intelligence', 'Probability & Statistics', 'Database Management', 'Computer Architecture', 'Computer Networks']","['Database Management', 'Computer Networks']","['Artificial Intelligence', 'Computer Architecture', 'Probability & Statistics']",Problem-Solving,Solo,"['Afternoon', 'Evening']"
293,Douglas Rodriguez,19,Beginner,"['Compiler Design', 'Computer Architecture', 'Database Management', 'Deep Learning', 'Linear Algebra', 'Machine Learning', 'Cryptography']","['Deep Learning', 'Cryptography']","['Linear Algebra', 'Database Management', 'Compiler Design', 'Machine Learning', 'Computer Architecture']",Visual,Group,['Evening']
294,Kiara Alvarez,22,Intermediate,"['Reinforcement Learning', 'Cryptography', 'Big Data', 'Bioinformatics', 'Computer Networks', 'Computer Vision']","['Big Data', 'Bioinformatics']","['Computer Vision', 'Cryptography', 'Computer Networks', 'Reinforcement Learning']",Text-based,Solo,"['Morning', 'Afternoon', 'Night']"
295,Tamara Cowan,18,Beginner,"['Data Structures', 'Linear Algebra', 'Database Management', 'Operating Systems', 'Computer Networks', 'Deep Learning', 'Computer Architecture']","['Operating Systems', 'Computer Architecture']","['Linear Algebra', 'Database Management', 'Deep Learning', 'Data Structures', 'Computer Networks']",Text-based,Solo,"['Morning', 'Night', 'Evening']"
296,Manuel Carter,22,Beginner,"['Compiler Design', 'Software Engineering', 'Deep Learning', 'Algorithms', 'Cybersecurity', 'Database Management']","['Algorithms', 'Cybersecurity']","['Database Management', 'Deep Learning', 'Compiler Design', 'Software Engineering']",Visual,Group,['Evening']
297,Erika Lozano,30,Intermediate,"['Big Data', 'Cloud Computing', 'Web Development', 'Computer Networks', 'Embedded Systems', 'Bioinformatics', 'Ethical Hacking', 'Cryptography', 'Machine Learning', 'Software Engineering']","['Machine Learning', 'Ethical Hacking', 'Software Engineering', 'Web Development']","['Bioinformatics', 'Cryptography', 'Cloud Computing', 'Big Data', 'Embedded Systems', 'Computer Networks']",Visual,Solo,['Morning']
298,Michael Medina,18,Intermediate,"['Ethical Hacking', 'Machine Learning', 'Compiler Design', 'Data Structures', 'Theory of Computation', 'Linear Algebra']","['Data Structures', 'Machine Learning']","['Compiler Design', 'Linear Algebra', 'Ethical Hacking', 'Theory of Computation']",Auditory,Solo,"['Night', 'Night']"
299,Erica Gilmore,24,Advanced,"['Mathematics for CS', 'Compiler Design', 'Computer Architecture', 'Mobile Computing', 'Big Data', 'Internet of Things', 'Machine Learning', 'Bioinformatics']","['Mathematics for CS', 'Bioinformatics', 'Internet of Things', 'Compiler Design']","['Big Data', 'Mobile Computing', 'Machine Learning', 'Computer Architecture']",Text-based,Solo,['Afternoon']
300,Shari Colon,28,Beginner,"['Software Engineering', 'Artificial Intelligence', 'Compiler Design', 'Data Structures', 'Algorithms', 'Cryptography', 'Computer Architecture', 'Deep Learning']","['Data Structures', 'Software Engineering', 'Computer Architecture']","['Deep Learning', 'Compiler Design', 'Cryptography', 'Artificial Intelligence', 'Algorithms']",Auditory,Group,"['Evening', 'Afternoon', 'Afternoon']"
301,Joanna Hamilton,22,Intermediate,"['Linear Algebra', 'Ethical Hacking', 'Computer Architecture', 'Deep Learning', 'Neural Networks', 'Natural Language Processing']","['Natural Language Processing', 'Linear Algebra']","['Deep Learning', 'Neural Networks', 'Ethical Hacking', 'Computer Architecture']",Text-based,Solo,['Afternoon']
302,Deborah Mendez,19,Intermediate,"['Theory of Computation', 'Internet of Things', 'Big Data', 'Database Management', 'Machine Learning', 'Embedded Systems']","['Internet of Things', 'Machine Learning']","['Database Management', 'Embedded Systems', 'Big Data', 'Theory of Computation']",Text-based,Solo,['Evening']
303,Gregory Haas,30,Intermediate,"['Computer Networks', 'Linear Algebra', 'Distributed Systems', 'Cryptography', 'Compiler Design', 'Deep Learning']","['Cryptography', 'Compiler Design']","['Deep Learning', 'Linear Algebra', 'Computer Networks', 'Distributed Systems']",Text-based,Solo,['Night']
304,Parker Pierce,26,Beginner,"['Cryptography', 'Compiler Design', 'Artificial Intelligence', 'Algorithms', 'Database Management', 'Operating Systems', 'Data Structures', 'Linear Algebra']","['Operating Systems', 'Database Management', 'Artificial Intelligence']","['Linear Algebra', 'Cryptography', 'Compiler Design', 'Data Structures', 'Algorithms']",Text-based,Group,"['Evening', 'Afternoon']"
305,Vanessa Washington,24,Intermediate,"['Quantum Computing', 'Machine Learning', 'Cybersecurity', 'Neural Networks', 'Digital Logic', 'Embedded Systems', 'Software Engineering', 'Data Structures', 'Cloud Computing', 'Ethical Hacking']","['Ethical Hacking', 'Digital Logic', 'Cybersecurity', 'Neural Networks']","['Quantum Computing', 'Machine Learning', 'Data Structures', 'Cloud Computing', 'Embedded Systems', 'Software Engineering']",Auditory,Solo,"['Evening', 'Night']"
306,Nicholas Smith,20,Intermediate,"['Cloud Computing', 'Artificial Intelligence', 'Big Data', 'Theory of Computation', 'Embedded Systems', 'Cybersecurity', 'Linear Algebra', 'Algorithms', 'Reinforcement Learning', 'Computer Networks']","['Computer Networks', 'Artificial Intelligence', 'Cybersecurity', 'Cloud Computing']","['Linear Algebra', 'Reinforcement Learning', 'Theory of Computation', 'Big Data', 'Embedded Systems', 'Algorithms']",Problem-Solving,Solo,"['Night', 'Night', 'Evening']"
307,David Miller,22,Intermediate,"['Theory of Computation', 'Web Development', 'Ethical Hacking', 'Digital Logic', 'Software Engineering', 'Machine Learning', 'Probability & Statistics', 'Embedded Systems']","['Machine Learning', 'Embedded Systems', 'Theory of Computation']","['Ethical Hacking', 'Probability & Statistics', 'Digital Logic', 'Software Engineering', 'Web Development']",Auditory,Solo,['Evening']
308,Erin Faulkner,27,Beginner,"['Machine Learning', 'Probability & Statistics', 'Computer Networks', 'Compiler Design', 'Computer Architecture', 'Deep Learning', 'Software Engineering']","['Probability & Statistics', 'Machine Learning']","['Deep Learning', 'Compiler Design', 'Computer Architecture', 'Computer Networks', 'Software Engineering']",Visual,Solo,"['Afternoon', 'Afternoon', 'Evening']"
309,Sherry Kane,29,Beginner,"['Database Management', 'Cybersecurity', 'Data Structures', 'Linear Algebra', 'Computer Networks', 'Software Engineering']","['Cybersecurity', 'Software Engineering']","['Database Management', 'Computer Networks', 'Linear Algebra', 'Data Structures']",Text-based,Solo,['Evening']
310,John Meyer,20,Beginner,"['Computer Networks', 'Probability & Statistics', 'Operating Systems', 'Algorithms', 'Deep Learning']","['Algorithms', 'Computer Networks']","['Operating Systems', 'Deep Learning', 'Probability & Statistics']",Visual,Group,"['Night', 'Evening']"
311,Phillip Long,30,Advanced,"['Probability & Statistics', 'Database Management', 'Ethical Hacking', 'Digital Logic', 'Network Security', 'Cybersecurity', 'Image Processing', 'Mathematics for CS', 'Computer Networks', 'Operating System Internals', 'Augmented Reality', 'Human-Computer Interaction']","['Mathematics for CS', 'Image Processing', 'Human-Computer Interaction', 'Computer Networks', 'Cybersecurity', 'Operating System Internals', 'Ethical Hacking']","['Probability & Statistics', 'Database Management', 'Digital Logic', 'Network Security', 'Augmented Reality']",Auditory,Solo,"['Evening', 'Morning']"
312,Andrew Osborne,28,Intermediate,"['Computer Architecture', 'Computer Networks', 'Cryptography', 'Deep Learning', 'Embedded Systems', 'Cybersecurity', 'Theory of Computation', 'Compiler Design']","['Computer Networks', 'Deep Learning', 'Computer Architecture']","['Compiler Design', 'Cryptography', 'Theory of Computation', 'Embedded Systems', 'Cybersecurity']",Auditory,Solo,"['Evening', 'Evening', 'Night']"
313,Joseph Joseph,20,Intermediate,"['Quantum Computing', 'Natural Language Processing', 'Database Management', 'Distributed Systems', 'Computer Architecture', 'Bioinformatics', 'Ethical Hacking', 'Digital Logic', 'Computer Networks', 'Cloud Computing']","['Computer Architecture', 'Computer Networks', 'Distributed Systems', 'Quantum Computing']","['Bioinformatics', 'Ethical Hacking', 'Database Management', 'Natural Language Processing', 'Digital Logic', 'Cloud Computing']",Text-based,Solo,"['Evening', 'Evening', 'Afternoon']"
314,Steven Ayers,27,Intermediate,"['Theory of Computation', 'Software Engineering', 'Internet of Things', 'Cybersecurity', 'Web Development', 'Quantum Computing', 'Embedded Systems', 'Data Structures', 'Artificial Intelligence', 'Operating Systems']","['Internet of Things', 'Software Engineering', 'Data Structures', 'Cybersecurity']","['Quantum Computing', 'Theory of Computation', 'Artificial Intelligence', 'Embedded Systems', 'Operating Systems', 'Web Development']",Text-based,Solo,"['Afternoon', 'Evening']"
315,Jerry Mason,18,Intermediate,"['Operating Systems', 'Bioinformatics', 'Reinforcement Learning', 'Cybersecurity', 'Database Management', 'Data Structures', 'Probability & Statistics', 'Computer Vision', 'Big Data']","['Probability & Statistics', 'Bioinformatics', 'Data Structures']","['Reinforcement Learning', 'Database Management', 'Computer Vision', 'Big Data', 'Operating Systems', 'Cybersecurity']",Problem-Solving,Solo,"['Evening', 'Evening']"
